Order Date,Region,Sales,Profit,Month-Year
2015-02-10,South,237.83,15.678,2015-02
2015-01-06,South,53.02,52.776,2015-01
2015-01-05,Central,248.84,-162.8244,2015-01
2015-02-09,Central,7.21,-6.93082,2015-02
2015-03-16,Central,253.87,-118.54,2015-03
2015-03-16,Central,5880.46,2963.48,2015-03
2015-05-03,Central,577.25,398.3025,2015-05
2015-05-03,Central,4075.18,709.852,2015-05
2015-05-03,Central,1798.23,80.8092,2015-05
2015-05-20,Central,727.2,371.272,2015-05
2015-05-20,East,6173.42,77.0008954,2015-05
2015-05-20,East,1553.7,27.9686,2015-05
2015-01-09,West,18.68,-66.77958,2015-01
2015-01-09,West,36.3,-144.9188,2015-01
2015-01-09,East,16.03,-5.0716,2015-01
2015-01-27,East,25.35,-1.18,2015-01
2015-06-15,South,19.32,-203.098,2015-06
2015-05-08,Central,86.8,-48.57,2015-05
2015-05-08,East,381.91,-48.57,2015-05
2015-02-14,Central,761.67,-47.28,2015-02
2015-02-14,Central,5014.07,722.241,2015-02
2015-02-14,South,186.19,-161.0,2015-02
2015-02-14,South,1227.94,848.3646,2015-02
2015-04-07,East,294.97,-88.8408,2015-04
2015-04-07,East,2458.05,1208.9904,2015-04
2015-04-07,East,2465.75,9.9912,2015-04
2015-06-26,East,650.25,126.225,2015-06
2015-06-26,East,272.12,187.7628,2015-06
2015-05-22,East,428.85,295.9065,2015-05
2015-05-22,East,342.54,-2111.36,2015-05
2015-03-25,Central,27.96,-9.13,2015-03
2015-01-31,Central,1635.38,357.428,2015-01
2015-01-31,Central,58.48,40.3512,2015-01
2015-01-31,Central,40.05,27.6345,2015-01
2015-02-04,Central,1117.66,751.58,2015-02
2015-01-04,Central,807.0,-663.5142,2015-01
2015-02-04,Central,169.46,-157.56,2015-02
2015-02-10,Central,5768.12,-87.99804,2015-02
2015-01-05,Central,55.25,-35.2904,2015-01
2015-01-05,Central,551.22,-74.8836,2015-01
2015-01-22,South,83.93,-98.056,2015-01
2015-01-01,East,193.88,-425.2084,2015-01
2015-04-19,East,990.25,631.33,2015-04
2015-06-23,East,14.76,-22.176,2015-06
2015-06-23,East,808.44,-214.104,2015-06
2015-06-23,East,67.41,-26.936,2015-06
2015-02-28,South,55.08,-324.73,2015-02
2015-02-21,West,1608.11,1500.12,2015-02
2015-04-06,South,99.75,-313.0218,2015-04
2015-04-13,East,51.41,-192.5532,2015-04
2015-01-27,South,68.72,-464.282,2015-01
2015-04-28,South,618.96,156.7434,2015-04
2015-04-28,South,77.54,110.118,2015-04
2015-01-02,South,361.72,-42.588,2015-01
2015-03-24,South,1373.47,-222.95,2015-03
2015-06-12,South,91.92,7.6245,2015-06
2015-03-09,South,73.29,-1676.612,2015-03
2015-03-09,South,2961.32,45.1278,2015-03
2015-02-15,South,87.11,-52.864,2015-02
2015-02-15,South,170.46,45.378,2015-02
2015-04-21,South,4.95,4949.916,2015-04
2015-04-21,South,461.24,1055.604,2015-04
2015-01-26,Central,577.75,359.83,2015-01
2015-01-29,Central,59.4,-69.874,2015-01
2015-01-29,Central,66.46,-135.74,2015-01
2015-05-26,Central,35.35,-14.52,2015-05
2015-05-26,Central,248.21,171.2649,2015-05
2015-06-03,South,4086.5,138.222,2015-06
2015-02-06,South,375.03,711.2448,2015-02
2015-02-06,South,22.11,-1084.846963,2015-02
2015-02-06,South,2875.35,-156.772,2015-02
2015-03-16,Central,78.08,-37.6,2015-03
2015-05-05,Central,2013.88,1389.5772,2015-05
2015-05-05,Central,201.32,-222.816,2015-05
2015-05-05,Central,298.51,-133.71,2015-05
2015-06-30,East,3846.06,2653.7814,2015-06
2015-06-22,East,35.93,10.32,2015-06
2015-01-27,Central,1610.84,997.38144,2015-01
2015-02-05,Central,86.12,-36.0308,2015-02
2015-01-24,Central,76.87,-28.954,2015-01
2015-03-13,South,374.6,-85.022,2015-03
2015-02-04,South,61.87,99.198,2015-02
2015-02-04,South,48.88,136.0314,2015-02
2015-02-04,South,21.56,-100.072,2015-02
2015-03-25,South,164.67,-12.0267,2015-03
2015-03-25,South,72.74,122.508,2015-03
2015-03-25,South,418.75,-12.0267,2015-03
2015-02-19,South,469.59,34.068,2015-02
2015-05-04,Central,136.25,2.97,2015-05
2015-01-06,Central,558.41,385.3029,2015-01
2015-01-06,Central,290.22,187.2,2015-01
2015-02-04,Central,1129.67,779.4723,2015-02
2015-02-11,South,2439.37,27.726,2015-02
2015-01-03,South,92.02,244.464,2015-01
2015-01-03,South,283.55,-473.578,2015-01
2015-02-11,East,9757.48,-96.05,2015-02
2015-01-03,East,850.64,-270.85,2015-01
2015-06-21,Central,1159.79,800.2551,2015-06
2015-03-24,South,20.22,-50.4,2015-03
2015-03-24,South,1548.97,-348.754,2015-03
2015-03-16,West,337.86,-550.43,2015-03
2015-03-16,West,84.21,-52.12,2015-03
2015-06-19,West,38.74,-27.005,2015-06
2015-03-24,Central,134.09,74.6385,2015-03
2015-06-23,Central,191.73,-122.235,2015-06
2015-04-06,Central,618.85,427.0065,2015-04
2015-04-09,Central,115.99,-190.49,2015-04
2015-04-09,Central,19.46,-8.77,2015-04
2015-06-02,Central,44.75,-7.685,2015-06
2015-01-13,East,9.23,-82.5592,2015-01
2015-03-29,East,96.13,18.1475,2015-03
2015-05-25,Central,73.96,2.806,2015-05
2015-03-14,South,1805.9,-132.426,2015-03
2015-03-14,South,311.41,-411.236,2015-03
2015-01-10,South,3707.05,-48.972,2015-01
2015-05-20,South,2805.18,62.298,2015-05
2015-03-30,East,80.86,-119.32,2015-03
2015-06-20,East,1096.63,756.6747,2015-06
2015-06-20,East,632.12,-222.343,2015-06
2015-06-23,East,1302.98,-1537.1356,2015-06
2015-04-29,East,131.79,52.6976,2015-04
2015-04-29,East,35.33,-78.19416,2015-04
2015-02-15,West,674.55,465.4395,2015-02
2015-06-16,West,1721.24,-89.27,2015-06
2015-03-15,West,668.38,385.37,2015-03
2015-03-04,South,324.62,147.0,2015-03
2015-02-14,South,40.93,-1045.016,2015-02
2015-02-05,South,53.42,167.16,2015-02
2015-02-25,South,8.49,-344.82,2015-02
2015-04-11,East,69.89,-61.5276,2015-04
2015-01-13,South,77.42,-41.9727,2015-01
2015-03-15,Central,7.2,-1.56,2015-03
2015-03-05,West,61.29,-100.24,2015-03
2015-03-05,West,109.15,-262.62,2015-03
2015-05-05,Central,1477.84,1019.7096,2015-05
2015-04-26,Central,29.08,19.04,2015-04
2015-05-05,Central,1162.46,-1069.72,2015-05
2015-04-26,East,109.86,19.04,2015-04
2015-05-05,East,5911.35,1408.1865,2015-05
2015-05-05,East,4649.85,-1069.72,2015-05
2015-05-22,West,2259.99,2000.11,2015-05
2015-05-25,East,42.46,-45.64,2015-05
2015-05-25,East,314.06,204.49,2015-05
2015-06-04,East,1009.99,-1455.9972,2015-06
2015-06-04,East,92.16,-22.56,2015-06
2015-05-29,South,16.5,-1191.526,2015-05
2015-01-04,South,1202.66,-45.01,2015-01
2015-05-01,South,196.69,39.21,2015-05
2015-05-01,South,40.28,100.38,2015-05
2015-03-23,South,904.31,79.4232,2015-03
2015-02-24,Central,96.86,-15.0904,2015-02
2015-03-14,South,765.65,-60.564,2015-03
2015-01-06,South,8.72,-1473.906,2015-01
2015-01-10,South,6355.69,-343.126,2015-01
2015-01-10,South,28.09,66.36,2015-01
2015-03-26,South,1130.15,-162.918,2015-03
2015-03-26,South,54.37,859.7178,2015-03
2015-05-06,South,100.87,-23.072,2015-05
2015-05-24,Central,1857.08,650.3,2015-05
2015-01-22,Central,42.56,-154.307,2015-01
2015-01-21,Central,414.91,269.94,2015-01
2015-03-15,Central,91.39,63.0591,2015-03
2015-05-02,Central,202.29,139.5801,2015-05
2015-05-02,Central,168.71,109.67,2015-05
2015-02-17,Central,885.65,395.308,2015-02
2015-03-24,Central,152.05,104.9145,2015-03
2015-04-10,Central,49.1,24.59,2015-04
2015-03-29,Central,246.44,-458.744,2015-03
2015-06-10,West,199.08,-9.177,2015-06
2015-05-19,West,2039.07,-121.75,2015-05
2015-05-19,Central,436.94,24.35,2015-05
2015-06-06,Central,37.38,-34.7645,2015-06
2015-06-10,Central,47.4,-7.3416,2015-06
2015-03-01,Central,260.0,35.29,2015-03
2015-04-04,South,709.7,-100.17,2015-04
2015-04-04,South,27.42,-3.948,2015-04
2015-01-18,South,739.06,1633.986,2015-01
2015-06-01,South,30.47,-2002.6314,2015-06
2015-06-29,Central,96.96,-126.208,2015-06
2015-05-23,Central,4.21,-5.54,2015-05
2015-03-01,South,3550.28,-68.432,2015-03
2015-01-22,South,1188.63,733.2822,2015-01
2015-01-22,South,1009.93,-905.9904,2015-01
2015-01-22,Central,140.7,-21.63242,2015-01
2015-01-03,Central,15.95,-35.04,2015-01
2015-05-23,Central,42.35,5.98,2015-05
2015-01-03,East,63.78,-35.04,2015-01
2015-01-03,East,451.61,149.53,2015-01
2015-05-11,South,10.41,608.262,2015-05
2015-05-11,South,2849.64,-570.1696,2015-05
2015-01-20,South,38.04,1.278,2015-01
2015-01-20,South,42.53,424.29,2015-01
2015-02-27,Central,14.77,-3.71956,2015-02
2015-02-27,Central,438.33,101.972,2015-02
2015-02-27,Central,38.11,-16.6348,2015-02
2015-04-27,South,169.46,765.75,2015-04
2015-03-13,South,724.57,-335.041,2015-03
2015-02-21,Central,51.13,35.2797,2015-02
2015-04-06,South,79.61,-188.034,2015-04
2015-03-13,South,109.99,322.122,2015-03
2015-03-13,South,900.12,366.54,2015-03
2015-02-06,South,237.62,-439.908,2015-02
2015-02-06,South,176.42,1087.716,2015-02
2015-02-03,South,2084.16,9.204,2015-02
2015-06-20,South,43.41,257.0832,2015-06
2015-06-20,South,46.42,0.7854,2015-06
2015-06-02,South,1140.95,88.56,2015-06
2015-04-09,South,42.69,12.726,2015-04
2015-04-09,South,327.41,160.8066,2015-04
2015-02-11,West,3786.84,-1596.7458,2015-02
2015-04-26,West,2012.11,1388.3559,2015-04
2015-01-12,West,471.66,109.836,2015-01
2015-02-14,West,662.8,-93.85,2015-02
2015-01-12,West,119.86,82.7034,2015-01
2015-02-14,West,2651.21,-93.85,2015-02
2015-04-26,West,38.96,0.37,2015-04
2015-04-26,West,8048.45,1947.67,2015-04
2015-01-12,West,1939.03,109.836,2015-01
2015-01-12,West,457.63,128.03,2015-01
2015-04-09,West,170.75,31.752,2015-04
2015-04-09,West,1339.42,117.208,2015-04
2015-04-26,West,8.66,0.37,2015-04
2015-02-18,West,10554.63,1240.25,2015-02
2015-02-18,West,1749.64,-533.232,2015-02
2015-02-02,West,355.4,-61.59,2015-02
2015-02-05,West,148.36,-46.25,2015-02
2015-02-18,Central,2814.57,1240.25,2015-02
2015-02-02,Central,88.85,-32.0268,2015-02
2015-03-19,Central,70.82,-45.816,2015-03
2015-03-19,Central,90.44,30.63,2015-03
2015-06-05,East,10.72,-6.835,2015-06
2015-06-05,East,10180.01,7024.2069,2015-06
2015-01-08,East,42.44,-137.494,2015-01
2015-05-05,East,462.57,308.67,2015-05
2015-06-15,East,125.37,-223.944,2015-06
2015-06-05,East,190.85,36.495,2015-06
2015-06-05,East,370.68,255.7692,2015-06
2015-02-18,Central,2400.95,1656.6555,2015-02
2015-06-05,East,7303.05,2639.01,2015-06
2015-05-23,South,58.05,395.76,2015-05
2015-05-23,South,68.64,-39.396,2015-05
2015-03-29,West,277.07,-89.5,2015-03
2015-05-02,West,51.99,28.4,2015-05
2015-03-29,East,149.67,103.2723,2015-03
2015-04-07,South,61.1,215.718,2015-04
2015-04-07,South,193.81,106.9848,2015-04
2015-06-11,South,257.48,3.54,2015-06
2015-06-11,South,3194.99,40.284,2015-06
2015-03-10,South,202.98,90.024,2015-03
2015-04-19,South,10.86,2.232,2015-04
2015-04-04,West,1477.57,840.051,2015-04
2015-04-21,West,382.29,61.47,2015-04
2015-04-21,West,881.74,18.27,2015-04
2015-04-21,West,7384.18,-513.79042,2015-04
2015-06-04,West,448.26,23.87,2015-06
2015-04-21,East,95.57,61.47,2015-04
2015-04-21,East,214.48,18.27,2015-04
2015-04-21,East,1790.1,-513.79042,2015-04
2015-06-04,East,110.68,35.805,2015-06
2015-04-04,East,385.45,265.9605,2015-04
2015-02-12,Central,19.32,-20.3205,2015-02
2015-01-09,Central,30.1,-88.04,2015-01
2015-02-02,Central,261.21,180.2349,2015-02
2015-02-02,Central,42.79,29.5251,2015-02
2015-03-22,East,1828.22,1261.4718,2015-03
2015-04-08,East,29.77,-59.96376,2015-04
2015-04-08,East,147.19,89.4148,2015-04
2015-04-08,Central,39.17,27.0273,2015-04
2015-04-25,West,87.85,-150.2604,2015-04
2015-04-25,West,7429.63,4899.1288,2015-04
2015-04-25,West,224.29,44.712,2015-04
2015-04-25,West,51.2,-22.626,2015-04
2015-04-25,East,29718.53,4260.112,2015-04
2015-04-25,East,197.48,-25.14,2015-04
2015-05-02,South,46.85,309.7116,2015-05
2015-05-02,South,93.57,-128.856,2015-05
2015-05-02,South,2694.49,-36.946,2015-05
2015-01-03,South,174.5,-274.498,2015-01
2015-01-17,South,26.01,0.588,2015-01
2015-06-07,Central,1527.97,-251.4039,2015-06
2015-06-07,Central,110.86,-2.345,2015-06
2015-06-09,Central,97.98,67.6062,2015-06
2015-02-28,Central,127.83,-46.5244,2015-02
2015-06-26,Central,289.88,200.0172,2015-06
2015-04-17,South,4354.55,-39.606,2015-04
2015-03-12,South,146.17,311.73,2015-03
2015-03-21,East,42.02,-50.75,2015-03
2015-04-05,East,3705.14,2225.07612,2015-04
2015-04-05,East,945.36,-338.180832,2015-04
2015-05-16,West,49.24,-136.252,2015-05
2015-01-24,East,68.45,-25.76,2015-01
2015-03-11,Central,44.75,-45.21,2015-03
2015-06-27,Central,40.69,-286.245,2015-06
2015-01-17,East,130.11,16.12,2015-01
2015-01-17,East,337.34,-815.9008,2015-01
2015-01-17,East,280.43,15.808,2015-01
2015-03-23,East,103.39,29.17,2015-03
2015-03-23,East,435.39,-48.97,2015-03
2015-03-23,East,1051.52,84.05,2015-03
2015-03-23,Central,25.85,17.8365,2015-03
2015-02-09,Central,119.37,-20.2228,2015-02
2015-03-23,South,257.92,381.618,2015-03
2015-03-19,South,207.22,-177.058,2015-03
2015-02-07,West,237.8,164.082,2015-02
2015-01-17,Central,448.47,-54.63,2015-01
2015-01-05,Central,1000.26,690.1794,2015-01
2015-01-05,Central,2184.99,1507.6431,2015-01
2015-01-05,Central,1191.2,801.7468,2015-01
2015-01-07,Central,165.71,-139.18256,2015-01
2015-06-08,West,1277.49,881.4681,2015-06
2015-03-19,West,14.2,3.84,2015-03
2015-03-17,West,52.21,-21.03,2015-03
2015-03-17,West,170.32,117.5208,2015-03
2015-06-11,East,203.29,-30.808,2015-06
2015-05-04,East,759.88,524.3172,2015-05
2015-05-25,West,94.2,21.78,2015-05
2015-02-22,Central,34.32,-98.35,2015-02
2015-02-22,Central,392.45,270.7905,2015-02
2015-04-18,South,511.25,223.416,2015-04
2015-04-08,South,29.88,-93.9274,2015-04
2015-02-24,East,599.03,-321.51,2015-02
2015-04-02,East,356.92,246.2748,2015-04
2015-04-02,East,136.16,93.9504,2015-04
2015-03-28,Central,130.74,29.98,2015-03
2015-03-28,Central,49.87,-121.2,2015-03
2015-04-21,Central,24.18,10.7824,2015-04
2015-05-29,West,27587.55,2008.71,2015-05
2015-05-29,West,1191.58,-80.53,2015-05
2015-05-29,South,6938.19,-48.958,2015-05
2015-06-16,South,419.27,-32.816,2015-06
2015-06-16,South,36.0,-15.61,2015-06
2015-02-15,South,11.78,23.616,2015-02
2015-02-15,South,20.96,-1748.012,2015-02
2015-04-10,South,26.66,-180.152,2015-04
2015-04-10,South,29.55,8.388,2015-04
2015-04-10,South,1237.4,9.9399,2015-04
2015-04-04,East,17.64,-66.171,2015-04
2015-05-04,East,74.23,51.2187,2015-05
2015-05-04,East,627.19,380.468,2015-05
2015-03-05,South,612.92,-89.418,2015-03
2015-02-23,South,29.08,9.252,2015-02
2015-02-23,South,2569.57,-1197.042,2015-02
2015-05-22,West,78.99,-103.224,2015-05
2015-04-08,West,1345.33,-84.6288,2015-04
2015-04-30,South,15.19,2755.6422,2015-04
2015-04-30,South,59.49,-256.018,2015-04
2015-05-28,East,57.84,-41.77,2015-05
2015-05-28,East,1425.71,-1014.11,2015-05
2015-06-21,Central,25.26,17.4294,2015-06
2015-06-21,Central,736.16,-178.8696,2015-06
2015-01-12,Central,31.96,-74.64,2015-01
2015-03-01,Central,98.17,65.41,2015-03
2015-06-16,South,264.95,-25.634,2015-06
2015-05-01,South,53.21,-37.562,2015-05
2015-05-01,South,122.8,-449.694,2015-05
2015-01-17,South,282.38,-66.248,2015-01
2015-03-06,West,924.8,501.69,2015-03
2015-04-22,East,821.17,566.6073,2015-04
2015-06-01,East,194.08,-57.56,2015-06
2015-04-13,East,237.77,164.0613,2015-04
2015-03-12,West,316.28,218.2332,2015-03
2015-03-18,West,2591.09,1049.03,2015-03
2015-02-05,East,150.24,-102.93,2015-02
2015-03-18,East,10364.36,1049.03,2015-03
2015-03-08,South,657.61,664.518,2015-03
2015-04-22,East,241.97,105.7,2015-04
2015-04-22,East,120.81,-21.06,2015-04
2015-05-28,East,41.4,-5.08,2015-05
2015-03-08,South,159.53,1289.382,2015-03
2015-06-13,South,536.29,-191.548,2015-06
2015-03-26,West,10.96,-29.003,2015-03
2015-01-30,Central,4146.28,2860.9332,2015-01
2015-01-12,East,3902.09,2692.4421,2015-01
2015-01-12,East,14.18,2.0672,2015-01
2015-02-11,South,2118.99,111.0525,2015-02
2015-02-11,South,837.64,-1963.752,2015-02
2015-06-11,South,345.07,-60.704,2015-06
2015-01-31,West,5.48,-37.789,2015-01
2015-01-31,West,8201.33,7576.11,2015-01
2015-01-31,West,22.67,-43.26,2015-01
2015-03-12,South,393.98,-44.436,2015-03
2015-01-15,Central,19.29,4.85,2015-01
2015-03-20,Central,5.21,3.5949,2015-03
2015-06-07,Central,22.92,15.8148,2015-06
2015-01-26,Central,30.9,-69.91,2015-01
2015-01-26,Central,2363.08,1630.5252,2015-01
2015-01-26,Central,328.45,-457.16,2015-01
2015-01-21,Central,386.61,266.7609,2015-01
2015-01-10,East,43.94,-159.3028,2015-01
2015-01-21,East,43.31,29.8839,2015-01
2015-06-28,West,284.34,52.764,2015-06
2015-02-05,West,3913.02,2699.9838,2015-02
2015-02-05,West,180.14,-170.98,2015-02
2015-02-07,South,364.92,-95.6186,2015-02
2015-06-01,East,12.16,-2.376,2015-06
2015-06-01,East,147.56,-18.3216,2015-06
2015-05-10,Central,113.68,-82.64,2015-05
2015-01-14,Central,281.75,31.59,2015-01
2015-04-30,West,240.05,165.6345,2015-04
2015-05-20,West,87.21,19.308,2015-05
2015-05-20,West,40.15,0.33,2015-05
2015-02-19,West,90.46,-35.26,2015-02
2015-06-01,West,467.03,322.2507,2015-06
2015-03-25,Central,608.81,-221.5,2015-03
2015-03-25,Central,808.61,206.352,2015-03
2015-03-08,Central,637.37,439.7853,2015-03
2015-03-08,Central,232.16,-149.4573,2015-03
2015-03-19,South,360.03,21.096,2015-03
2015-06-11,South,260.01,1166.628,2015-06
2015-06-11,South,273.79,-40.6042,2015-06
2015-06-11,South,44.62,-294.084,2015-06
2015-04-09,South,268.64,55.5552,2015-04
2015-04-09,South,87.68,-535.332,2015-04
2015-04-09,South,37.62,-208.7204,2015-04
2015-06-06,South,832.97,38.886,2015-06
2015-04-09,Central,1042.54,719.3526,2015-04
2015-01-21,West,76.16,-12.87678,2015-01
2015-01-21,West,1038.14,618.1308,2015-01
2015-03-10,West,6296.0,-14140.7016,2015-03
2015-05-17,South,8.79,-8.876,2015-05
2015-05-23,South,2051.68,14.754,2015-05
2015-05-23,South,5295.03,669.612,2015-05
2015-05-23,South,80.27,213.0,2015-05
2015-04-01,South,3292.02,-8.3881,2015-04
2015-02-28,Central,199.43,4.90176,2015-02
2015-04-11,Central,110.71,76.3899,2015-04
2015-02-23,Central,56.68,-36.77,2015-02
2015-02-23,Central,273.34,87.03,2015-02
2015-04-17,East,226.88,-582.648,2015-04
2015-01-08,West,5220.48,3602.1312,2015-01
2015-04-17,West,113.44,-582.648,2015-04
2015-05-25,West,66.02,-66.585,2015-05
2015-01-22,South,33.02,441.594,2015-01
2015-01-22,South,2273.1,394.17,2015-01
2015-04-06,Central,19.49,13.4481,2015-04
2015-06-22,Central,5845.81,4033.6089,2015-06
2015-06-22,Central,633.85,141.7824,2015-06
2015-03-02,East,107.51,74.1819,2015-03
2015-03-02,West,421.08,82.31,2015-03
2015-03-28,South,77.2,-2.352,2015-03
2015-05-08,South,5587.89,1059.288,2015-05
2015-02-20,South,159.89,-246.2761,2015-02
2015-02-20,South,180.48,55.1946,2015-02
2015-02-20,South,350.48,-307.2965,2015-02
2015-03-19,South,936.8,-16.06374,2015-03
2015-05-09,South,232.5,-160.3847,2015-05
2015-06-05,South,7497.05,732.2698,2015-06
2015-06-30,South,1336.35,270.8743,2015-06
2015-01-21,South,1724.01,333.7605,2015-01
2015-05-09,East,59.79,-120.59,2015-05
2015-03-19,East,240.21,-12.078,2015-03
2015-06-05,East,1785.01,1231.6569,2015-06
2015-06-30,East,318.18,219.5442,2015-06
2015-02-20,East,38.89,-185.17,2015-02
2015-02-20,East,45.12,31.1328,2015-02
2015-02-20,East,90.45,-231.05,2015-02
2015-02-23,Central,2125.12,-165.5949204,2015-02
2015-02-23,Central,45.05,-21.684,2015-02
2015-01-22,Central,7045.02,4861.0638,2015-01
2015-03-12,Central,370.62,-83.75,2015-03
2015-02-13,Central,904.25,565.18,2015-02
2015-02-13,Central,16.31,-38.72,2015-02
2015-06-25,East,364.26,65.07702,2015-06
2015-01-08,East,16.07,10.9592,2015-01
2015-01-08,East,25.26,17.4294,2015-01
2015-02-28,East,581.08,-32.6664,2015-02
2015-02-28,East,27.53,-13.1352,2015-02
2015-04-28,Central,32.33,22.3077,2015-04
2015-04-28,Central,642.06,443.0214,2015-04
2015-06-07,Central,1068.6,-1220.9145,2015-06
2015-02-28,East,99.75,-27.1492,2015-02
2015-01-16,East,226.53,-106.3424,2015-01
2015-01-16,East,68.65,44.9768,2015-01
2015-05-26,South,236.83,689.328,2015-05
2015-05-26,South,1944.87,-33.586,2015-05
2015-02-28,West,135.77,69.7672,2015-02
2015-04-22,East,55.43,-52.8228,2015-04
2015-05-11,East,20.46,7.31,2015-05
2015-04-22,East,931.87,642.9903,2015-04
2015-05-26,East,21.41,12.71,2015-05
2015-03-05,Central,59.75,28.288,2015-03
2015-02-04,East,162.49,112.1181,2015-02
2015-02-15,Central,819.4,565.386,2015-02
2015-02-15,Central,1809.75,-230.9528,2015-02
2015-04-15,East,70.03,-61.62804,2015-04
2015-06-18,Central,102.43,70.6767,2015-06
2015-04-02,Central,137.76,95.0544,2015-04
2015-03-23,Central,326.03,224.9607,2015-03
2015-04-05,South,379.72,-89.572,2015-04
2015-05-07,West,48.33,33.3477,2015-05
2015-06-22,East,34.91,-34.592,2015-06
2015-04-21,East,47.04,-24.63,2015-04
2015-02-22,South,10.94,-536.242,2015-02
2015-02-22,South,731.38,-125.86,2015-02
2015-03-28,South,344.87,36.1641,2015-03
2015-04-13,Central,523.06,17.1028,2015-04
2015-04-13,Central,2424.68,1269.38196,2015-04
2015-05-20,Central,2411.43,137.68794,2015-05
2015-05-22,Central,1278.96,882.4824,2015-05
2015-01-27,Central,25.22,6.384,2015-01
2015-02-26,Central,34.73,5.2955,2015-02
2015-02-26,Central,247.53,170.7957,2015-02
2015-06-14,Central,23.89,16.092,2015-06
2015-01-27,East,454.4,274.0788,2015-01
2015-01-27,East,14.53,-3.782,2015-01
2015-02-25,East,15.65,10.7985,2015-02
2015-05-30,East,111.92,15.246,2015-05
2015-06-28,Central,1700.38,-103.624,2015-06
2015-06-28,Central,35.96,-57.824,2015-06
2015-05-08,Central,141.59,18.218,2015-05
2015-05-08,Central,203.05,25.058,2015-05
2015-04-10,Central,56.19,11.82,2015-04
2015-01-26,Central,40.8,28.152,2015-01
2015-03-17,Central,117.87,-237.544,2015-03
2015-03-05,West,1503.05,1037.1045,2015-03
2015-02-10,West,382.33,-94.59,2015-02
2015-02-10,West,356.61,-293.74,2015-02
2015-06-08,West,1506.89,1039.7541,2015-06
2015-02-10,West,92.29,-49.1868,2015-02
2015-02-10,West,82.29,-152.7448,2015-02
2015-03-06,Central,203.37,41.3,2015-03
2015-06-11,Central,160.66,47.61,2015-06
2015-05-28,East,107.08,-23.5,2015-05
2015-04-28,East,9705.46,1282.496,2015-04
2015-04-28,East,3247.54,17.2,2015-04
2015-04-28,East,5582.63,1184.12,2015-04
2015-04-28,East,2426.36,1474.8704,2015-04
2015-04-28,East,824.0,19.78,2015-04
2015-04-28,East,1347.53,929.7957,2015-04
2015-01-09,West,11.16,-7.25,2015-01
2015-01-09,West,45.22,31.2018,2015-01
2015-01-15,Central,52.93,-75.9004,2015-01
2015-01-15,Central,75.61,52.1709,2015-01
2015-01-16,Central,67.64,-159.86,2015-01
2015-01-16,Central,240.42,165.8898,2015-01
2015-01-16,Central,184.4,75.01,2015-01
2015-03-13,Central,3802.01,2267.22,2015-03
2015-05-15,Central,1181.67,97.16,2015-05
2015-05-15,Central,29.93,-20.65,2015-05
2015-02-04,Central,171.33,67.864,2015-02
2015-06-06,Central,84.04,-14.075,2015-06
2015-02-12,Central,251.06,-78.7592,2015-02
2015-03-05,West,2610.56,1167.38,2015-03
2015-02-03,South,1173.76,402.066,2015-02
2015-02-26,West,50.28,11.95,2015-02
2015-02-26,West,2570.45,1773.6105,2015-02
2015-05-24,West,158.87,4.1822,2015-05
2015-01-14,West,56.71,39.1299,2015-01
2015-03-02,East,5086.08,1660.92,2015-03
2015-06-01,Central,1894.45,638.028,2015-06
2015-06-01,Central,200.72,138.4968,2015-06
2015-02-14,Central,36.82,-6.734,2015-02
2015-02-28,West,84.6,-25.38,2015-02
2015-01-07,East,296.75,-203.27,2015-01
2015-05-07,East,582.2,-807.59,2015-05
2015-06-11,East,171.93,118.6317,2015-06
2015-06-11,East,35.19,23.304,2015-06
2015-05-07,East,2037.69,-807.59,2015-05
2015-06-11,East,722.1,150.72,2015-06
2015-06-11,East,140.78,19.42,2015-06
2015-06-11,East,129.72,3.13,2015-06
2015-06-11,East,12190.98,1141.07,2015-06
2015-01-07,East,1483.76,-203.27,2015-01
2015-06-10,East,87.18,10.01,2015-06
2015-04-20,West,798.89,313.812,2015-04
2015-06-24,West,133.19,-39.18625,2015-06
2015-06-24,West,97.33,-1.89,2015-06
2015-05-18,South,130.91,4.29,2015-05
2015-01-24,Central,281.82,-122.77,2015-01
2015-01-19,East,991.24,683.9556,2015-01
2015-05-24,East,119.86,-16.64,2015-05
2015-05-24,East,98.77,-59.73,2015-05
2015-05-24,East,2495.35,-633.441237,2015-05
2015-06-17,East,200.83,72.984,2015-06
2015-04-08,East,348.08,240.1752,2015-04
2015-06-17,East,131.69,-11.248,2015-06
2015-02-28,East,13.93,9.6117,2015-02
2015-03-25,South,31.71,-299.8142,2015-03
2015-03-20,South,60.01,13.8,2015-03
2015-03-20,South,90.98,4.392,2015-03
2015-03-20,South,1270.7,-236.25,2015-03
2015-03-20,Central,236.87,36.02,2015-03
2015-03-20,Central,370.91,-50.64,2015-03
2015-03-20,Central,4976.92,510.489,2015-03
2015-05-17,South,574.97,-20.18226,2015-05
2015-05-17,South,115.22,-156.9722,2015-05
2015-05-17,South,456.58,384.5043,2015-05
2015-06-30,South,3772.19,513.084,2015-06
2015-06-14,South,2642.48,44.52,2015-06
2015-01-07,Central,61.5,-48.875,2015-01
2015-05-30,Central,1276.88,881.0472,2015-05
2015-01-05,Central,233.58,-233.840688,2015-01
2015-06-25,South,31.98,-139.076,2015-06
2015-06-22,Central,519.42,-64.664,2015-06
